Applicant_ID,Age,Education_Level,Years_with_Current_Employer,Years_at_Current_Address,Household_Income_(Thousands_NIS),Debt_to_Income_Ratio_(%),Credit_Card_Debt_(Thousands_NIS),Other_Debt_(Thousands_NIS),y
600,38,high school,8,23,909,6.3,12,4,0
601,41,high school,16,13,146,6,1,32,0
602,27,university,4,1,282,8.9,26,29,0
603,46,high school,22,6,131,17.6,1,2,0
604,26,high school,1,9,90,5.6,2,4,0
605,40,high school,16,10,94,9.6,4,15,0
606,31,high school,0,16,83,12,2,9,0
607,22,high school,4,9,120,10.3,2,0,0
608,52,high school,14,1,98,6.2,2,3,0
609,27,university,8,3,75,4.4,5,9,0
610,22,high school,15,2,113,3.4,4,12,0
611,28,university,1,3,146,4.8,8,23,0
612,40,university,3,17,120,5.5,1,3,0
613,29,university,22,9,120,0.7,1,7,0
614,33,high school,21,25,109,2.1,17,8,0
615,36,high school,4,23,116,6,9,8,0
616,30,high school,21,26,169,9.5,6,7,0
617,48,university,2,0,203,8.2,1,4,0
618,28,university,7,12,368,16.3,1,5,0
619,28,university,6,19,541,2.3,2,4,0
620,23,high school,4,9,188,7,3,5,0
621,29,high school,17,16,143,18,23,7,0
622,29,graduate professional education,9,7,146,4.2,1,15,0
623,23,high school,9,4,146,7.3,0,6,0
624,51,high school,2,17,473,6.3,10,5,0
625,41,university,9,8,308,8.9,23,2,0
626,27,high school,17,14,210,10.9,16,17,0
627,48,high school,11,5,94,7.7,1,15,0
628,35,0,9,12,146,12.1,10,7,0
629,50,high school,8,2,169,4.3,1,2,0
630,41,high school,9,9,597,9.7,2,7,0
631,35,university,16,11,113,13.3,10,9,0
632,26,university,2,13,146,7.2,4,9,0
633,36,high school,21,8,545,7.6,17,6,0
634,34,university,11,20,154,5,10,5,0
635,43,university,26,19,282,16.5,1,2,0
636,37,university,25,4,334,2.3,2,11,0
637,26,university,1,0,158,10.1,4,6,0
638,24,0,12,10,128,4.9,10,2,0
639,24,high school,5,7,128,12,37,27,0
640,39,high school,13,15,124,13,0,7,0
641,34,high school,13,20,146,4,8,2,0
642,36,high school,3,22,86,3.4,15,2,0
643,41,graduate professional education,13,1,83,3.6,7,10,0
644,31,high school,18,9,75,7.1,2,37,0
645,39,university,15,12,300,7.6,3,2,0
646,29,high school,9,1,146,4.4,2,2,0
647,40,university,18,2,113,14.4,15,0,0
648,40,university,6,13,376,10.6,4,12,0
649,29,high school,14,11,98,3.3,1,9,0
650,31,high school,14,0,195,0,1,1,0
651,24,university,9,1,165,3.2,2,15,0
652,38,graduate professional education,14,13,165,5.9,2,14,0
653,35,high school,7,0,169,30.6,0,4,0
654,47,high school,3,1,64,2.6,4,18,0
655,27,graduate professional education,17,4,146,6.7,3,8,0
656,28,university,27,10,105,5.2,3,8,0
657,36,high school,1,2,128,12.2,3,8,0
658,29,high school,6,27,199,10,8,2,0
659,23,high school,15,0,79,13.8,6,11,0
660,48,university,15,0,210,18.8,2,19,0
661,28,high school,6,8,150,7.9,0,13,0
662,36,graduate professional education,5,5,109,2.2,0,11,0
663,36,university,3,17,162,9.6,2,6,0
664,40,university,7,3,909,2.6,2,5,0
665,40,graduate professional education,0,16,94,7.9,1,5,0
666,37,0,5,4,169,4,2,3,0
667,45,university,10,4,120,1,2,3,0
668,42,0,12,7,274,15.1,3,3,0
669,38,high school,22,0,94,9.6,2,16,0
670,28,high school,11,7,128,11.6,2,14,0
671,47,high school,19,6,116,8.9,36,5,0
672,26,high school,9,6,146,6.7,4,2,0
673,20,university,2,9,237,6.2,5,2,0
674,35,university,12,16,165,9.6,23,17,0
675,27,high school,14,7,379,3.3,36,6,0
676,51,high school,8,17,86,6.1,5,22,0
677,39,high school,16,23,116,7.1,1,11,0
678,28,university,10,22,90,5.1,12,11,0
679,30,university,4,10,60,22.8,6,8,0
680,41,high school,11,1,64,6.2,1,9,0
681,33,high school,7,7,293,18.7,18,2,0
682,41,high school,10,17,169,5.9,2,4,0
683,29,university,11,3,79,3,1,12,0
684,21,university,3,4,274,15.6,1,3,0
685,39,university,0,3,135,3.5,8,3,0
686,24,high school,15,4,304,6.9,17,2,0
687,50,high school,15,10,68,7.6,0,13,0
688,42,high school,1,5,192,30.6,0,2,0
689,41,0,1,15,304,5.2,1,5,0
690,40,high school,3,3,665,3.2,4,5,0
691,36,graduate professional education,13,19,139,30.6,1,16,0
692,36,high school,6,12,60,5.6,0,19,0
693,32,high school,12,9,131,24.2,4,5,0
694,38,high school,27,16,188,9.6,3,3,0
695,55,high school,11,13,86,8.5,2,29,0
696,39,high school,10,13,424,9.5,11,3,0
697,27,university,14,11,165,1.9,3,2,0
698,37,high school,5,1,240,11.7,5,11,0
699,35,graduate professional education,6,20,135,9.4,0,47,0
700,36,graduate professional education,18,7,90,11.3,4,6,0
701,39,high school,9,14,131,8.8,3,28,0
702,41,high school,15,1,214,5.9,3,21,0
703,21,university,4,0,131,3.6,4,5,0
704,41,high school,5,10,79,11.2,2,4,0
705,35,high school,8,14,195,7.6,3,8,0
706,33,high school,0,5,94,2.3,17,8,0
707,47,university,3,9,86,8,4,6,0
708,51,university,8,0,56,3.1,0,17,0
709,40,high school,12,0,90,1.7,9,7,0
710,28,university,7,10,68,23.4,4,14,0
711,27,high school,5,9,218,7.9,2,12,0
712,45,high school,14,1,60,23.9,4,1,0
713,39,high school,11,6,222,9.4,1,1,0
714,46,high school,9,1,94,1.8,1,6,0
715,27,high school,7,10,101,7.3,2,2,0
716,32,university,11,17,64,9.6,2,5,0
717,34,university,6,4,75,0.7,1,4,0
718,34,high school,12,2,56,11,9,47,0
719,51,0,0,2,128,3.4,7,10,0
720,28,high school,16,14,79,3.2,10,4,0
721,32,high school,18,25,342,12.9,8,9,0
722,24,high school,16,3,120,8.8,5,6,0
723,37,university,13,31,252,15.6,0,7,0
724,40,high school,4,2,124,1.7,3,2,0
725,30,high school,16,1,143,4.2,2,10,0
726,41,high school,13,12,120,14.9,11,7,0
727,29,graduate professional education,16,2,131,4.1,1,29,0
728,36,university,17,8,135,6.1,12,31,0
729,36,university,18,1,120,15.6,6,23,0
730,25,university,4,3,222,11.6,5,35,0
731,21,university,15,7,293,18.8,1,54,0
732,40,high school,13,14,120,10.6,8,2,0
733,48,high school,22,4,94,6.7,10,3,0
734,45,high school,2,10,120,18.6,1,18,0
735,29,high school,1,2,300,2.3,3,6,0
736,33,high school,6,5,113,6.7,8,16,0
737,39,high school,5,9,195,9.5,6,11,0
738,33,high school,4,0,244,7.8,0,4,0
739,36,high school,4,9,222,7.6,6,21,0
740,33,high school,13,1,79,10.6,12,4,0
741,39,graduate professional education,16,21,507,4.7,2,7,0
742,29,university,0,7,90,7.8,7,5,0
743,40,university,5,6,154,13.8,3,5,0
744,44,high school,20,2,56,3.6,1,36,0
745,42,high school,17,9,60,18.9,8,8,0
746,29,university,14,20,94,12,2,2,0
747,32,high school,24,23,158,5.1,5,11,0
748,32,high school,8,11,357,10.8,14,4,0
749,34,high school,13,2,128,5,2,9,0
750,29,high school,1,8,71,7.3,0,14,0
751,28,high school,11,4,113,4.4,2,5,0
752,39,high school,9,0,79,18.2,7,4,0
753,37,high school,18,16,113,1.9,4,9,0
754,25,high school,3,0,169,11.6,7,5,0
755,33,graduate professional education,5,1,128,13,5,4,0
756,29,high school,7,3,169,3.4,0,1,0
757,38,graduate professional education,16,4,94,15.7,4,1,0
758,40,0,1,2,424,21,17,7,0
759,30,graduate professional education,10,12,128,6.9,4,2,0
760,37,high school,4,4,56,5.5,2,7,0
761,33,university,0,6,98,10.9,3,11,0
762,39,high school,2,2,451,9.7,2,8,0
763,37,high school,18,1,259,6.6,2,11,0
764,26,high school,10,9,71,3.8,2,9,0
765,24,university,16,7,424,10.1,0,8,0
766,42,university,6,3,105,10.1,9,48,0
767,39,high school,0,9,237,1.6,1,4,0
768,36,university,4,7,169,9.5,0,31,0
769,44,graduate professional education,18,9,195,5.1,3,2,0
770,35,university,9,22,203,2.6,2,15,0
771,40,high school,4,19,75,1.6,3,11,0
772,39,graduate professional education,12,3,109,7.3,2,6,0
773,29,university,3,13,169,10.2,1,6,0
774,27,university,20,3,210,1.3,23,16,0
775,33,graduate professional education,7,20,154,3,10,22,0
776,24,graduate professional education,9,21,113,3.2,2,24,0
777,31,university,8,10,135,14.3,4,1,0
778,39,graduate professional education,10,6,177,7.6,17,4,0
779,40,high school,0,11,90,17.5,20,2,0
780,35,high school,1,23,60,4.1,8,13,0
781,30,high school,22,12,424,0,1,7,0
782,29,high school,7,12,169,8.8,1,21,0
783,29,university,14,0,56,1.5,3,19,0
784,37,high school,22,3,116,23.9,19,21,0
785,29,high school,1,9,98,13,1,3,0
786,41,high school,8,1,120,2.9,1,5,0
787,30,high school,6,3,143,6.1,2,2,0
788,29,high school,2,5,86,8.2,9,12,0
789,31,high school,8,2,94,5.3,3,20,0
790,45,university,12,16,195,10.8,3,4,0
791,26,graduate professional education,3,10,86,0.8,26,29,0
792,34,university,12,1,105,17.6,3,18,0
793,28,university,12,13,150,1.8,1,8,0
794,39,high school,22,24,79,12,1,1,0
795,50,0,0,11,597,21,1,3,0
796,35,university,7,6,229,18.8,0,27,0
797,33,high school,6,2,218,5.7,3,2,0
798,40,graduate professional education,3,26,124,2.4,2,9,0
799,32,high school,13,10,116,7.8,2,63,0
800,47,high school,1,10,169,3.6,6,20,0
801,50,university,9,3,83,10.6,2,1,0
802,38,high school,13,6,323,10.8,10,11,0
803,23,high school,13,5,267,9.6,2,6,0
804,28,university,1,16,75,5,18,32,0
805,28,high school,13,7,293,17.6,1,3,0
806,33,high school,11,5,274,5.2,4,2,0
807,25,0,22,2,60,11.3,4,23,0
808,26,high school,15,0,240,17.6,3,10,0
809,30,high school,16,10,199,1.9,1,3,0
810,29,high school,7,3,64,24.1,7,10,0
811,25,high school,12,11,188,18.7,1,7,0
812,25,university,0,21,199,4.6,12,5,0
813,56,high school,4,0,541,13.8,7,2,0
814,31,university,16,16,203,8.9,1,3,0
815,28,university,6,3,53,7.6,1,1,0
816,42,high school,11,6,75,7.1,12,2,0
817,39,university,23,25,83,5.9,7,9,0
818,26,university,13,9,218,19.6,1,5,0
819,29,high school,25,4,86,9.5,1,4,0
820,27,high school,6,12,436,12.8,0,2,0
821,30,high school,11,9,225,6.7,7,8,0
822,40,high school,6,25,293,2.3,2,23,0
823,26,university,1,7,173,6.2,18,2,0
824,29,high school,2,4,98,2.6,5,10,0
825,33,0,3,3,90,11,8,18,0
826,27,high school,12,15,128,2.3,10,7,0
827,36,high school,16,2,143,24.2,4,0,0
828,56,university,16,26,195,17,4,7,0
829,46,high school,18,5,101,5.1,2,4,0
830,40,graduate professional education,7,5,83,3.8,3,7,0
831,47,university,6,1,173,10.2,7,4,0
832,34,high school,7,10,274,5.3,8,12,0
833,47,high school,16,17,79,9.5,0,1,0
834,32,high school,8,11,105,7.7,1,1,0
835,28,university,16,1,124,22.9,3,15,0
836,30,university,20,2,169,8.9,13,7,0
837,28,graduate professional education,10,1,210,23.9,17,5,0
838,39,high school,3,2,94,6.7,1,4,0
839,37,0,8,2,210,4.4,16,5,0
840,32,high school,16,11,64,7,3,5,0
841,50,high school,11,4,124,3.7,2,6,0
842,26,graduate professional education,13,0,146,30.6,3,23,0
843,28,high school,2,15,120,11.4,1,11,0
844,31,high school,18,6,79,19.2,2,3,0
845,36,graduate professional education,6,9,86,12.3,1,7,0
846,37,high school,8,10,597,6.7,2,16,0
847,27,graduate professional education,13,4,282,12,2,3,0
848,32,0,1,8,101,9.4,3,11,0
849,47,graduate professional education,18,16,68,13.8,3,38,0
850,31,graduate professional education,6,25,139,5.9,2,6,0
851,39,high school,12,9,240,5.8,0,18,0
852,30,university,4,5,252,3.7,4,3,0
853,37,university,3,2,64,4.3,1,11,0
854,36,high school,10,1,98,10.8,2,1,0
855,39,high school,11,20,158,10.8,0,2,0
856,31,high school,0,4,240,4.2,18,36,0
857,40,graduate professional education,1,10,128,9.1,8,8,0
858,26,graduate professional education,13,5,86,10.8,0,3,0
859,30,high school,3,2,244,30.6,0,3,0
860,40,graduate professional education,13,0,146,7.6,4,3,0
861,48,high school,9,21,131,10.8,9,31,0
862,28,high school,8,7,60,3.7,15,4,0
863,36,graduate professional education,3,16,105,8.9,4,10,0
864,27,0,18,13,128,18.7,1,6,0
865,34,university,10,8,98,13.8,5,1,0
866,36,high school,6,23,169,13.8,3,15,0
867,31,high school,9,7,135,13.8,12,7,0
868,39,high school,8,12,94,4.4,4,21,0
869,45,university,24,9,90,6,2,2,0
870,56,high school,0,1,105,13,2,1,0
871,32,high school,2,16,98,5.2,8,8,0
872,30,graduate professional education,10,24,252,15.6,1,8,0
873,26,high school,16,11,225,6.1,1,4,0
874,28,high school,9,1,334,7,3,34,0
875,34,high school,5,6,113,7.8,1,7,0
876,37,graduate professional education,3,15,195,2.6,1,11,0
877,21,high school,5,14,222,8.2,0,5,0
878,27,high school,1,11,68,6.9,0,6,0
879,45,university,13,0,116,16.6,6,7,0
880,39,high school,8,12,75,5,0,0,0
881,39,university,4,25,274,6,17,6,0
882,40,university,8,22,116,9.5,2,3,0
883,35,high school,12,6,203,11.1,2,4,0
884,30,high school,22,2,192,14.4,37,9,0
885,32,university,6,2,240,9.4,4,4,0
886,44,university,8,5,71,3.4,16,9,0
887,25,university,8,7,139,13.3,1,5,0
888,27,high school,2,9,165,1.8,4,3,0
889,41,high school,11,2,312,18.8,3,27,0
890,36,high school,18,15,101,7.3,3,2,0
891,34,high school,21,16,590,1,3,3,0
892,29,university,1,3,86,2.3,3,7,0
893,43,high school,7,12,274,2.2,6,1,0
894,32,university,8,11,169,6.3,6,11,0
895,40,university,8,2,124,2.3,14,8,0
896,29,0,4,0,120,6.7,4,2,0
897,39,high school,11,8,128,13.2,4,4,0
898,26,high school,22,11,135,13.3,8,11,0
899,30,graduate professional education,4,0,304,1.9,6,9,0
900,37,university,8,16,60,6.2,15,10,0
901,37,graduate professional education,7,1,154,6.9,3,8,0
902,31,university,0,2,64,10.3,4,4,0
903,35,graduate professional education,1,1,312,5.6,2,1,0
904,28,university,0,0,214,20.4,1,6,0
905,29,high school,19,6,473,3.1,3,10,0
906,39,university,7,14,297,6,1,4,0
907,32,high school,22,15,116,9.6,3,2,0
908,41,university,5,14,120,13,1,4,0
909,35,university,2,1,64,18,10,6,0
910,28,high school,7,3,128,5.1,1,1,0
911,39,high school,0,2,124,6.7,4,4,0
912,39,university,3,22,98,7.4,2,1,0
913,35,high school,25,1,139,4.7,4,6,0
914,27,graduate professional education,21,4,105,7.1,2,2,0
915,28,0,27,5,143,5.2,2,3,0
916,26,university,4,11,169,1.8,2,29,0
917,24,high school,17,4,109,4.4,5,4,0
918,28,graduate professional education,12,9,124,5.3,3,4,0
919,28,high school,6,1,79,2.2,2,2,0
920,36,high school,10,5,473,5.6,2,45,0
921,34,graduate professional education,6,4,154,9.5,5,5,0
922,48,high school,4,3,124,13.2,3,6,0
923,36,0,0,12,120,4.4,1,5,0
924,35,high school,3,12,64,8.2,1,6,0
925,26,0,16,3,304,10.6,1,15,0
926,46,graduate professional education,8,16,83,7,5,8,0
927,39,high school,5,10,113,0.7,4,3,0
928,45,high school,5,21,274,18,1,27,0
929,40,university,12,0,60,3.7,14,20,0
930,29,high school,5,5,135,5.3,3,3,0
931,31,high school,3,10,496,9.7,2,2,0
932,32,high school,9,7,75,7.2,17,7,0
933,39,graduate professional education,18,19,105,18.9,1,18,0
934,39,0,18,5,454,5.3,1,47,0
935,41,high school,0,24,162,5.5,1,10,0
936,34,high school,13,5,135,7.3,5,7,0
937,37,university,10,2,203,4.8,0,7,0
938,38,university,9,4,334,5.9,1,4,0
939,27,university,6,19,507,10.8,10,18,0
940,32,high school,5,17,75,3.7,4,37,0
941,42,graduate professional education,5,0,64,6.8,3,3,0
942,45,university,21,4,274,1.3,4,7,0
943,29,0,23,2,75,2.9,2,6,0
944,34,university,8,8,372,12,1,6,0
945,39,graduate professional education,12,1,192,4.9,6,6,0
946,39,high school,6,0,293,3.2,1,20,0
947,28,high school,9,3,143,5.3,3,20,0
948,26,university,4,9,293,19.6,2,29,0
949,30,high school,16,4,86,24.1,3,4,0
950,40,high school,5,9,267,12.8,10,2,0
951,46,0,0,5,154,3.6,4,4,0
952,26,high school,6,7,124,4.8,5,19,0
953,50,high school,10,9,128,10.8,4,5,0
954,40,university,1,10,98,9.6,1,4,0
955,33,high school,8,23,120,10.8,0,4,0
956,36,graduate professional education,11,3,105,1,12,3,0
957,48,high school,12,3,192,17.2,8,2,0
958,28,high school,9,26,109,5.9,2,19,0
959,36,university,0,5,101,16.5,5,11,0
960,34,high school,19,15,94,11.7,10,9,0
961,39,university,3,1,124,18.7,14,1,0
962,51,university,6,8,203,8.2,9,32,0
963,34,university,18,7,86,15.6,2,3,0
964,46,high school,8,9,184,16.7,37,11,0
965,40,university,5,5,323,5.9,3,45,0
966,41,high school,0,12,240,3.6,18,5,0
967,36,university,6,0,304,9.5,4,5,0
968,32,university,21,3,101,10.9,5,9,0
969,31,university,0,3,98,10.8,2,9,0
970,39,high school,13,9,79,9.1,12,6,0
971,39,high school,7,3,443,3.8,2,3,0
972,34,graduate professional education,6,12,128,2.4,5,10,0
973,37,high school,8,1,105,7.9,0,5,0
974,29,university,5,4,64,7,5,2,0
975,39,high school,18,16,124,5.1,3,3,0
976,47,university,16,8,308,5.2,3,3,0
977,25,high school,23,9,282,6.1,5,37,0
978,30,high school,5,3,222,26,7,10,0
979,21,high school,8,8,86,10.3,3,32,0
980,39,high school,3,16,124,8.9,6,37,0
981,21,0,6,1,376,3.7,6,4,0
982,37,high school,8,6,424,4.8,0,11,0
983,33,university,12,2,436,4.2,2,16,0
984,36,high school,0,0,60,6.8,7,23,0
985,29,university,1,21,192,2.2,6,3,0
986,43,high school,9,4,146,10.3,2,8,0
987,46,university,3,3,116,0.8,2,21,0
988,40,high school,16,6,188,9.5,1,7,0
989,35,university,6,2,60,9.7,10,1,0
990,35,graduate professional education,4,21,210,7.9,3,18,0
991,29,graduate professional education,16,4,192,4.2,1,7,0
992,51,high school,4,9,109,9.1,0,2,0
993,36,high school,4,0,146,15,4,3,0
994,32,high school,0,17,165,26,2,29,0
995,33,graduate professional education,4,12,424,13.3,6,5,0
996,35,high school,1,10,83,3.8,2,0,0
997,46,university,0,1,169,5.1,2,10,0
998,30,university,4,6,124,8.9,0,1,0
999,34,university,9,1,285,8.2,6,7,0
1000,26,high school,6,10,173,12.5,3,8,0
1001,30,university,3,8,135,7.4,2,4,0
1002,25,high school,4,8,207,7.8,4,37,0
1003,48,high school,6,16,300,17.6,1,2,0
1004,34,high school,2,7,94,26,11,6,0
1005,30,high school,26,4,162,1.9,2,2,0
1006,36,graduate professional education,0,2,214,5.2,5,4,0
1007,34,university,2,12,342,6.1,5,5,0
1008,47,0,16,4,56,10.2,10,3,0
1009,32,high school,9,4,105,5.5,5,4,0
1010,39,high school,4,8,225,5.1,0,1,0
1011,39,high school,4,26,86,1,0,6,0
1012,50,0,25,16,64,11.7,3,4,0
1013,28,university,22,1,98,13,1,3,0
1014,27,0,10,1,83,5.6,1,3,0
1015,31,high school,23,0,83,6.1,2,2,0
1016,36,high school,14,10,109,3,4,37,0
1017,39,high school,4,4,162,19,2,14,0
1018,39,high school,13,9,203,4.4,7,4,0
1019,29,university,15,7,105,18.7,7,20,0
1020,40,high school,6,1,120,16.5,5,11,0
1021,52,university,7,3,308,12,3,2,0
1022,25,graduate professional education,3,2,124,6.9,4,2,0
1023,46,high school,21,5,192,4.4,2,2,0
1024,26,high school,2,15,177,7.3,4,4,0
1025,30,high school,0,0,278,4.7,7,10,0
1026,36,high school,18,6,79,10,15,13,0
1027,33,high school,8,8,312,7.6,1,2,0
1028,32,university,10,6,94,5.9,2,9,0
1029,26,university,23,8,376,1.8,2,5,0
1030,47,high school,0,19,101,3,5,8,0
1031,37,high school,5,15,154,6.1,4,5,0
1032,40,high school,22,6,165,6.6,0,4,0
1033,48,university,6,23,165,7.8,2,2,0
1034,41,high school,11,16,199,30.3,1,3,0
1035,40,high school,6,21,120,5.2,7,63,0
1036,24,high school,25,2,146,13.3,4,6,0
1037,40,university,13,5,135,9.5,3,3,0
1038,29,high school,14,16,255,9.5,2,11,0
1039,41,0,2,14,282,3.4,1,10,0
1040,28,high school,12,9,143,4.2,9,4,0
1041,28,high school,10,12,98,17.2,3,4,0
1042,43,high school,8,2,56,3.8,1,18,0
1043,47,university,3,1,188,10.8,5,11,0
1044,51,high school,10,9,278,8.2,36,1,0
1045,42,high school,3,13,75,19.1,3,8,0
1046,40,high school,11,7,192,9.4,3,8,0
1047,23,graduate professional education,6,7,282,1,17,37,0
1048,45,high school,3,9,79,6.1,6,4,0
1049,29,high school,18,2,192,8.3,3,9,0
1050,30,graduate professional education,13,16,376,5.7,4,6,0
1051,35,university,21,0,113,17.1,2,3,0
1052,32,high school,17,9,154,1,16,32,0
1053,33,high school,12,25,94,0.7,5,2,0
1054,24,university,10,6,116,9.4,2,7,0
1055,43,high school,13,2,199,12.2,1,2,0
1056,39,university,21,13,177,9,10,36,0
1057,43,high school,8,22,98,11.7,7,4,0
1058,33,university,5,6,60,7.6,2,1,0
1059,48,graduate professional education,6,3,146,17.3,1,10,0
1060,40,high school,2,6,169,1.5,3,6,0
1061,36,high school,4,13,323,12,5,2,0
1062,41,high school,13,5,124,1.6,2,6,0
1063,32,high school,5,11,60,15,0,5,0
1064,40,high school,4,5,60,18.8,0,7,0
1065,42,high school,4,13,105,1.9,0,22,0
1066,27,high school,0,15,154,11,1,2,0
1067,23,high school,15,16,98,6.9,10,4,0
1068,27,graduate professional education,20,5,90,0.7,0,2,0
1069,41,high school,5,6,98,9.6,0,8,0
1070,21,high school,16,16,68,7.7,0,10,0
1071,36,university,10,12,165,8.5,1,13,0
1072,43,high school,23,7,98,1,3,11,0
1073,38,high school,6,14,109,10,1,2,0
1074,38,university,15,3,210,13,0,1,0
1075,37,high school,4,0,64,1.6,0,1,0
1076,46,high school,16,16,116,9.6,2,13,0
1077,27,high school,13,1,79,0.7,6,4,0
1078,47,university,15,0,225,7.1,18,15,0
1079,38,university,5,1,203,9,3,3,0
1080,29,high school,4,3,128,8,1,2,0
1081,26,university,4,12,79,14.6,4,5,0
1082,45,high school,0,19,83,4.9,2,4,0
1083,48,high school,15,2,225,4.9,7,9,0
1084,34,high school,8,8,240,6.7,15,3,0
1085,33,0,10,9,143,11.7,4,6,0
1086,32,high school,4,1,94,9.6,3,35,0
1087,34,high school,7,6,203,3.8,4,32,0
1088,50,university,4,9,214,5.3,0,3,0
1089,37,university,15,5,79,20.4,2,3,0
1090,43,high school,4,22,79,5.3,5,12,0
1091,46,high school,16,20,128,1,1,4,0
1092,40,graduate professional education,0,25,109,1.8,1,9,0
1093,21,high school,5,6,83,26,2,41,0
1094,36,high school,3,23,86,5.7,4,6,0
1095,27,high school,11,17,334,6.2,4,9,0
1096,29,high school,16,9,334,0,8,4,0
1097,24,university,16,8,131,4.4,5,20,0
1098,32,0,26,6,184,4.4,0,20,0
1099,31,high school,6,8,244,3,6,38,0
1100,39,high school,16,9,98,17.5,0,10,0
1101,25,university,3,13,308,15.2,14,3,0
1102,32,high school,6,13,116,3.8,4,4,0
